id,data,model,score,text
125,CNNDM,PG,38.0,"pep guardiola believes he has one of the world 's best central defenders in jerome boateng as he faces up to an injury crisis ahead of wednesday 's german cup quarter-final .
bayern munich take on bayer leverkusen in the last eight on wednesday and guardiola will be without arjen robben , franck ribery , david alaba , javi martinez and tom starke .
bastian schweinsteiger is one of a number of players ruled out of the bayarena clash ."
24,CNNDM,BERT,86.0,"david billing , 48 , was diagnosed with mouth cancer in october 2013
he had to have part of his tongue removed and underwent 14 hours of surgery
surgeons sawed through his jawbone and removed part of tongue
the lost tissue was replaced with muscle from mr billing 's arm
the only drawback is that it still has hairs on it , and he now has to return to the hospital every few weeks to have it shaved"
64,CNNDM,PG,96.33333333333331,"scientists at the university of bristol found that having ' one large glass of wine ' increases ' facial flushing ' and ' confidence ' , making the drinker ' more attractive ' to others and more likely to ' get lucky ' .
researchers have previously confirmed the existence of the ' beer goggles ' phenomenon - in which boozers find other people more attractive after several drinks ."
33,CNNDM,BERT,62.0,"helal abbas , 55 , lost bid to become mayor of tower hamlets in east london
race was won by lutfur rahman , a controversial figure who has been accused in a separate high court case of rigging his re-election victory last year
mr rahman denies those charges and has agreed to pay damages and legal costs"
120,CNNDM,BERT,74.33333333333333,"the veteran host was attempting to warm up the studio audience ahead of his show on monday when he made the off-colour gag
they asked what advice the scandal-hit comic would give to this year 's graduates
after being met with stunned silence , the host attempted to recover by offering further advice to graduates to ` eat salad ' and ` always be nice '"
74,CNNDM,BERT,84.33333333333333,"one family on new york 's long island were able to keep a snowman alive until this weekend , when their frosty melted in 70-degree temperatures
but before the snowman withered away , he became somewhat of an internet celebrity , with more than 3,000 people liked the page the family dedicated to their carrot-nosed friend on facebook
since then , the snowman 's height has fluctuated as late winter storms have continued to dump snow even into march"
16,CNNDM,BERT,91.33333333333331,"sharon freundel , wife of disgraced d.c. rabbi bernard ` barry ' freundel , has spoken out for the first time since his arrest last fall
mrs freundel gave a lecture about how to respond to traumatic experiences at the kesher israel congregation synagogue in d.c. on march 22
she cited several instances of ` trauma ' in the hebrew bible and how the biblical figures responded to their crises as lessons for life
in february , the 63-year-old rabbi pleaded guilty to 52 misdemeanor charges of voyerism and he is set to be sentenced on may 15"
35,CNNDM,LEAD3,72.0,"while every aspiring actor dreams of hollywood stardom , an a-list career does n't always show up .
for actors hovering somewhere between the big time and the dole queue , there is the comforting world of the british soap opera , where stars are guaranteed regular work and a spot in the nation 's living room three times a week .
if long-running series such as eastenders , coronation street and emmerdale have been a launchpad for many an acting career , it 's also provided a safe haven for those looking to side-step from a different career or reinvigorate their public profile ."
43,CNNDM,LEAD3,38.333333333333336,"sheriff mbye , who died in hospital after receiving multiple stab wounds outside a kfc on friday evening .
a second 18-year-old has been arrested today on suspicion of murder after a teenager was stabbed to death outside a kfc restaurant .
sheriff mbye , also 18 , died in hospital after receiving multiple stab wounds in a scuffle outside the restaurant in northfield , birmingham on friday afternoon ."
30,CNNDM,PROPHETNET,87.0,"jane bacon booked ` final trip ' to sharm el sheikh with husband peter .
51-year-old was told she needed chemotherapy and contacted easyjet .
airline charged her # 176 to switch flights after she tried to delay trip .
she said she was left in tears and airline has now apologised to her ."
95,CNNDM,BERT,97.0,"johanna powell , 37 , is feared to have drowned while on holiday in laos
a cruise boat she was in hit a rock in a stretch of rapids on saturday
the crew , tour guide and other passengers - including her friends - swam to safety
but ms powell , from cardiff , disappeared in the strong current
rescuers launched a massive search along 20km of the river to try and find her"
24,CNNDM,LEAD3,77.66666666666667,"a cancer survivor who had to have part of his mouth removed after a tumour stopped him from swallowing has been given a new tongue made out of part of his arm .
david billing , 48 , has told how he had to undergo 14 hours of surgery at royal derby hospital , during which surgeons sawed through his jawbone and removed part of his tongue .
medics then replaced the lost tissue with muscle from mr billing 's arm ."
33,CNNDM,LEAD3,83.33333333333333,"a labour politician who stood against britain’s first elected muslim mayor has won a high court battle over claims that he was a ‘ wife beater’ .
helal abbas , 55 , lost his bid to become the mayor of tower hamlets in east london days after the claim appeared in an ethnic freesheet .
the race was won by lutfur rahman , 50 , a controversial figure who has been accused in a separate high court case of rigging his re-election victory last year ."
31,CNNDM,LEAD3,88.66666666666669,"crown princess mary attended an anzac day ceremony in denmark over the weekend .
the australian-born royal cut a solemn figure as she placed a wreath at a memorial in copenhagen .
the 43-year-old chose a dark ensemble for the event , wearing a knee-length purple dress beneath a black jacket and striking black millinery and gloves ."
37,CNNDM,LEAD3,92.33333333333331,"it seems there is nothing that vivienne westwood can not transform , especially after she recently added a luxury penthouse hotel suite to her impressive design portfolio .
following her venture redesigning flight attendant uniforms for virgin atlantic last year , the talented designer has turned her hand to the hotel business .
breaking records for the largest suite in los angeles , the westwood-designed penthouse at the london west hollywood hotel is set to open next month , and it will cost a eye-watering $ 25,000 ( almost £17,000 ) a night ."
30,CNNDM,LEAD3,88.33333333333331,"a cancer-stricken grandmother was charged nearly £200 by easyjet to change her flights after she postponed her pre-booked holiday because it clashed with an 18-week course of chemotherapy .
jane bacon , 51 , from east grinstead , west sussex , booked the ' final trip ' to sharm el sheikh with her husband peter , 52 , after being told she could die within months from breast cancer .
however , she bought the £1,000-trip before doctors told her she needed an 18-week course of chemotherapy and contacted the budget airline to delay her trip after discovering she needed the potentially life-saving treatment ."
42,CNNDM,LEAD3,91.33333333333331,"a writer has revealed why she stopped washing her hair six years ago after embarking on a quest to try and control her greasy , limp locks - by avoiding shampoo .
new yorker sarah theeboom was inspired to give up using products on her hair after she ran into an old friend whose once dry , frizzy locks were smooth and shiny .
when sarah asked for her secret , her friend explained that she had simply stopped shampooing , opting to partake in the apparently-popular ' no poo ' movement , which sarah had never heard of until that moment . '"
36,CNNDM,PROPHETNET,93.33333333333331,"manziel and colleen crowley were spotted together in public for the first time since he entered rehab on january 28 .
the pair appear to remain very much an item , but crowley has been taking heat on instagram for refusing to give up her wild ways .
on tuesday , crowley posted a video on her instagram page of the texan socialite enjoying a drunken night out with friends .
some followers voiced their unhappiness that the undergrad may not be setting the best example to someone straight out of rehab ."
13,CNNDM,BERT,76.33333333333333,"edinson cavani is preparing for paris saint-germain 's quarter-final clash with barcelona
cavani is a player known as el matador and must torment barcelona
psg have been stripped of two key players , zlatan ibrahimovic and marco veratti , the product of that ugly last 16 success against chelsea"
28,CNNDM,LEAD3,82.66666666666667,"manager micky adams has left tranmere by mutual consent with just two games of the season to play .
rovers suffered a fourth consecutive defeat on saturday , leaving them bottom of sky bet league two and two points adrift of safety .
adams failed to show for his post-match press conference after the 3-0 loss by oxford while supporters demonstrated outside the ground , calling for the manager to leave ."
32,CNNDM,PROPHETNET,91.0,"jayden wingler of phoenix , arizona , was interviewed by fox news earlier this week about a theme park accident which left him with severe burns on his legs .
while on camera , the youngster eloquently recalled what happened with arm actions and wide-eyed facial expressions to match his emotions ."
44,CNNDM,LEAD3,59.66666666666666,"exeter has been dubbed ' too posh for monopoly ' after game makers were told there is nowhere low-rent enough to fill the space of old kent road .
it 's the most popular board game in the world , with hundreds of versions springing up in far-flung cities across the globe .
but monopoly-makers planning a special exeter edition have been told there is nowhere low-rent enough to fill the space of old kent road ."
97,CNNDM,PG,90.33333333333331,"dave sim has put in months of training aboard his bright yellow mark three chopper in preparation to ride all 2077 miles of the 2015 tour de france last year .
the 36-year-old personal trainer from southport , merseyside , is hoping his stunt will inspire people to get out and ride themselves ."
30,CNNDM,BERT,71.33333333333333,"jane bacon , 51 , from east grinstead , west sussex , booked ` final trip ' to sharm el sheikh
she bought # 1,000-trip before doctors told her she needed an 18-week course of chemotherapy
she tried to delay her ` final holiday ' because it clashed with an 18-week chemotherapy course
easyjet has now apologised and said it will be refunding the additional cost for switching her flights"
38,CNNDM,LEAD3,74.66666666666667,"prince william is due at the cenotaph on the same day the duchess of cambridge is due to give birth .
prince william is due to accompany the queen and duke of edinburgh on an official engagement next saturday – the same day his wife is reportedly expected to give birth .
despite the clash , the duke of cambridge plans to do ‘ everything he can’ to be at the official commemorations to mark the centenary of the gallipoli and anzac campaigns at the cenotaph on april 25 , kensington palace said yesterday ."
36,CNNDM,LEAD3,73.33333333333333,"the party-loving girlfriend of footballer johnny manziel has come under fire on social media for refusing to give up on going out and enjoying herself now
her boyfriend is out of rehab .
manziel and colleen crowley were spotted together in public for the first time since he entered rehab when they attended tuesday night 's texas rangers game ."
32,CNNDM,LEAD3,88.0,"a four-year-old boy has accrued a burgeoning fan base for giving a very animated interview on local tv despite having bandaged wounds .
jayden wingler of phoenix , arizona , was interviewed by fox news earlier this week about a theme park accident which left him with severe burns on his legs .
while on camera , the youngster eloquently recalled what happened with arm actions and wide-eyed facial expressions to match his emotions . '"
42,CNNDM,PROPHETNET,96.66666666666669,"sarah theeboom was inspired to give up using products on her hair after running into an old friend whose once dry , frizzy locks were smooth and shiny .
the writer from new york city said her hair is now silkier and ` totally frizz-free ' since she stopped using shampoo six years ago ."
40,CNNDM,PROPHETNET,88.33333333333331,"director of television danny cohen wants long-running sci-fi series to be turned into a movie to capitalise on its worldwide success .
but the emails show doctor who 's creative team are reluctant to rush into making a film that could flop and tarnish its reputation ."
42,CNNDM,PG,92.0,"sarah theeboom has n't washed her hair in six years after she ran into an old friend whose once dry , frizzy locks were smooth and shiny .
when sarah asked for her secret , her friend explained that she had simply stopped shampooing , opting to partake in the apparently-popular ' no poo ' movement ."
0,CNNDM,BERT,93.33333333333331,"tori hester , 25 , from san diego , california , was diving in cabo pulmo when the huge school of trevally fish began circling above her
husband jeff , 26 , was on hand to capture the incredible moment using his underwater camera"
34,CNNDM,PG,0.6666666666666666,"jose mourinho has issued a gentle warning to chelsea 's next generation .
jose mourinho has issued a gentle warning to chelsea 's next generation .
chelsea captain isiah brown celebrates with the trophy after victory in the uefa youth league final ."
34,CNNDM,LEAD3,58.33333333333334,"if they did n't know it already , jose mourinho has issued a gentle warning to chelsea 's next generation of exciting starlets that he can not absorb them all into his first-team squad . '
i can not have a squad of 10 men and 10 kids , ' said mourinho , as his club prepare for their fourth successive fa youth cup final , at manchester city .
ask around about youth development and most experts feel chelsea are getting it right at academy level ."
24,CNNDM,PROPHETNET,84.66666666666667,"part-time welder david billing , 48 , was diagnosed with mouth cancer .
he had to have part of his tongue removed after surgeons sawed through his jawbone and replaced it with muscle from his arm .
the only drawback is that it still has hairs on it and he has to return to the hospital every few weeks to have it shaved ."
39,CNNDM,LEAD3,64.33333333333333,"sean bowen maintained his three-winner lead ( 45-42 ) over cheltenham gold cup winner nico de boinville in the fiercely contested conditional jockeys title race when both had one success on monday .
bowen scored on abidjan at newton abbot while de boinville victorious on one lucky lady at kempton .
de boinville is the only one of the duo riding on tuesday with two mounts –rusty nail and taylor – at exeter ."
27,CNNDM,PG,62.0,"hazmat teams tested a powdery substance sent to u.s. rep mike doyle 's office on wednesday causing the building to temporarily close down .
the tests of the substance came back negative and the quarantine of room 239 of the cannon house office building was removed at 3:37 p.m. on wednesday .
a powdery white substance was found in the office of rep. mike doyle , d-forest hills ( pictured ) but it was found to be a non-harmful substance ."
81,CNNDM,PG,73.0,"ruben costa , 35 , pleaded guilty to impersonating a member of the police force , but was only handed a two-month suspended sentence .
the incident occurred when the northern territory man returned home from work to find his wife had left him , taking their son and possessions .
costa was unable to contact his wife but was only handed a two-month suspended sentence ."
94,CNNDM,PG,64.0,"shah jahah khan , 62 , and muslim convert ibrahim anderson , 38 , each deny one charge of inviting support for a banned organisation .
anderson appeared at westminster magistrates court wearing dark grey islamic dress with a grey cardigan , while elderly-looking khan appeared with a long white beard and light blue islamic dress .
ibrahim anderson , left , and shah jahah khan , who have both pleaded guilty to terror offences today at westminister magistrates court ."
41,CNNDM,PROPHETNET,61.33333333333334,"talksport pundit stan collymore was in full fan mode during aston villa 's 3-3 premier league draw with qpr on tuesday night .
the former villa striker was jumping up and down in the press box .
he called qpr 's joey barton a ` f * * • * * * rat ' after he won a free-kick .
yorkshire 's championship-winning coach jason gillespie is preparing for new season by becoming a vegan ."
117,CNNDM,BERT,89.33333333333331,"australian choreographer wade robson , once the singer 's staunchest defender , now claims jackson was a predator who repeatedly sexually abused him as a child
los angeles superior court judge mitchell beckloff has scheduled a hearing for robson and another of jackson 's alleged child victims , james safechuck , on tuesday that could decide if their respective claims proceed
lawyers say the king of pop shelled out nearly $ 200 million to as many as 20 victims"
89,CNNDM,BERT,41.0,"former supermodel , 46 , is gearing up for the london marathon on 26 april
suffered a potentially life-threatening complication shortly after the delivery of her daughter grace , now 11
launching every mother counts in 2010 , an organisation dedicated to making pregnancy and childbirth safe for mothers around the world"
118,CNNDM,BERT,89.66666666666669,"shoppers have taken over more than half of beds and sofas in ikea shop in beijing
some even got under the covers for a snooze
ikea has been forced to take action to stop visitors kicking off their shoes
the problem has become widespread across china - with management vowing to clamp down on the practice"
38,CNNDM,PROPHETNET,76.66666666666667,"prince william is due to accompany the queen and duke of edinburgh on an official engagement next saturday .
the duke plans to do ` everything he can ' to be at the official commemorations to mark the centenary of the gallipoli and anzac campaigns at the cenotaph on april 25 .
kate told wellwishers last month : ` i ' m due mid-april , to the end of april `"
40,CNNDM,LEAD3,84.33333333333333,"the team behind doctor who is fighting plans by bbc boss danny cohen to turn the global hit series into a hollywood blockbuster , leaked sony emails have revealed .
the director of television wants the long-running sci-fi series , which stars peter capaldi and is screened in 50 countries , to be turned into a movie to capitalise on its worldwide success .
but the emails show doctor who’s creative team are reluctant to rush into making a film that could flop and tarnish its reputation , despite pressure from sony and bbc worldwide ( bbcww ) , the corporation’s commercial arm ."
26,CNNDM,PROPHETNET,70.0,"three years after the theft , police executed a search warrant on a wiley park property .
all of the paintings along with three stolen luxury cars were found .
the artworks were delivered to the art gallery of new south wales and have been ruled to chubb insurance for possession ."
23,CNNDM,PROPHETNET,68.0,"an experienced climbing group from the indian army plans to trek up mount everest .
it plans to pick up at least 4,000 kilograms of waste from the high-altitude camps .
more than 200 climbers have died attempting to climb the 29,035-foot-high peak ."
117,CNNDM,PG,87.66666666666669,"wade robson , once the singer 's staunchest defender , claims jackson was a predator who repeatedly sexually abused him as a child .
robson and safechuck missed a statutory deadline when they filed their claims , new child molestation allegations will likely be revealed in court against jackson .
safechuck alleges the singer gave him a marriage certificate and a wedding band as keepsakes and confirmation of their ' undying love ' ."
17,CNNDM,BERT,67.66666666666667,"mocha , a doberman pincher , had pulled down a basket of wrist wear from a shelf in their bedroom
she had 28 staples down her belly and 10 inches of intestine removed
the 80-pound doberman is no worse for wear"
27,CNNDM,PROPHETNET,87.0,"a staff member in rep . mike doyle 's washington d . c . office opened a letter containing a grainy white substance and immediately alerted capitol police .
the tests of the substance came back negative and the quarantine of room 239 of the cannon house office building was removed at 3 : 37 p . m . on wednesday ."
42,CNNDM,BERT,83.33333333333333,"sarah theeboom , from new york city , has n't washed her hair in six years after a friend told her that giving up shampoo was the secret to gorgeous locks
after vacation she started wrapping her hair with headbands every day and would wet her hair and scrub her scalp with her fingers"
34,CNNDM,PROPHETNET,49.66666666666666,"jose mourinho says he cannot have a squad of 10 men and 10 kids .
chelsea are preparing for their fourth successive fa youth cup final .
the under 19s won the uefa youth league last week .
under 18s will attempt to defend the youth cup against manchester city ."
115,CNNDM,BERT,83.0,"andrea bradley , 28 , and glen bates , 32 , have been indicted on aggravated murder charges in the beating death of their 2-year-old daughter
glenara bates was brought to an ohio hospital last month dead and weighing only 13lbs
bradley had seven children and is expecting her eighth child in july"
69,CNNDM,PG,58.33333333333334,"rory mcilroy 's powers of persuasion have resulted in us open champion martin kaymer , former world number one luke donald and patrick reed confirming their participation in the dubai duty free irish open .
mcilroy 's foundation is hosting the event at royal county down from may 28-31 and the world number one has been a major influence in attracting a top-class field , who will compete for a prize fund of £1.8million , an increase of 25 per cent from last year .
reed let the cat out of the bag on the final day of the masters at wentworth the week before ."
111,CNNDM,BERT,89.0,"alaska airlines flight 448 bound for los angeles was forced to return to seattle-tacoma international airport monday
passengers heard banging and pleas for help coming from beneath the aircraft
in a desperate bid for help , he called 911 and spoke to a bemused operator for 44 seconds before he was cut off
` it was nothing but pitch black and a loud noise , ' the man told abc . ` so i was scared , and i did n't know what was going on '"
47,CNNDM,LEAD3,100.0,"health officials say a drug-resistant mutant super-strain of a nasty stomach bug has made its way into the u.s. and is spreading - already causing more than 200 illnesses since last may .
shigella infections , otherwise known as ' delhi belly ' or ' montezuma 's revenge ' were traced to people who had recently traveled to the dominican republic , india or other countries .
the symptoms include diarrhea , stomach cramps and nausea ."
51,CNNDM,BERT,63.66666666666666,"the video is part of a promotional tour from porsche to promote their 918 spyder
the $ 900,000 vehicle is driven by a petrol-electric hybrid system which can accelerate from 60km/h to its 350km/h top speed in a mere 40 seconds
in ` race hybrid ' mode the motors work in tandem with the 4.6-litre v8 petrol to deliver a staggering 8,500 litres of power
porsche used radios and spotters to ensure that the road was completely empty at the time"
58,CNNDM,LEAD3,35.333333333333336,"fact .
whether he 's your coach , manager or interim , rafa benitez wins trophies .
the spaniard 's name is being uttered once again across the boardrooms of europe this morning ."
118,CNNDM,PG,100.0,"swedish retailer has been forced to take action to stop visitors kicking off their shoes and going to sleep on their beds and sofas .
the problem has got so bad that nappers had taken over more than half of beds and sofas in the xihongmen ikea shop in beijing ."
49,CNNDM,LEAD3,91.66666666666669,"those hoping to meet an alien creature may well do better to look beneath the waves than beyond our own atmosphere .
scientists have discovered strange new organisms that infect the primitive forms of life that live deep below the ocean floor .
while examining species of bacteria that thrive on the fossil fuel deposits deep inside the earth - known as archae - they have found a new type of virus that infects them ."
62,CNNDM,PG,18.0,"ines dumig was recently announced as a center grant recipient .
she 's the focus of ines dumig 's photo series `` apart together '' .
the number of refugees seeking asylum in the european union increased by 25 % last year ."
52,CNNDM,BERT,77.33333333333333,"lawmakers in colorado and washington are considering spelling out what 's allowed when it comes to making the concentrated marijuana at home
in colorado , at least 30 people were injured in 32 butane explosions involving hash oil last year
washington 's legal marijuana law in 2012 did not permit the production of hash or even edibles at home ; it technically remains a felony even to use weed purchased at a state-licensed store to make brownies"
61,CNNDM,LEAD3,45.33333333333334,"phil taylor suffered his fourth loss of the premier league season with defeat to dave chisnall in a dramatic night of darts on thursday .
taylor , the 16-time world champion , squandered a 4-2 lead to lose the next five legs and the match 7-4 .
the defeat for taylor sees the 54-year-old finish"
55,CNNDM,PG,52.66666666666666,"brazilian ace ronaldo and zinedine zidane were joined by a host of former greats including clarence seedorf , fabian barthez , jay-jay okocha and gianluca zambrotta to name a few .
brazilian legend ronaldo takes a touch as he looks to take on bjorn kvarne during the match against poverty ."
56,CNNDM,PROPHETNET,91.33333333333331,"jake castner , 19 , went into hiding last week after a warrant was issued for his arrest in relation to a string of thefts .
the troubled teenager 's facebook page is littered with drug references including offers of ` bud for cash ' and an image of him smoking a glass pipe .
joking about the ` nightmare ' title a magistrate gave him last year when he pleaded guilty to 33 offences , he wrote on sunday : ` me i ' m ur worst `` nightmare `"
32,CNNDM,PG,100.0,"jayden wingler of phoenix , arizona , was interviewed by fox news earlier this week about a theme park accident .
the youngster recalled what happened with arm actions and wide-eyed facial expressions to match his emotions .
jayden 's father , skeeter , was unable to get a word in edgewise , as the youngster continued with his story ."
46,CNNDM,PROPHETNET,100.0,"sarah and james brady crusaded against gun violence after he was shot during an assassination attempt on former us president ronald reagan in 1981 .
the brady handgun violence prevention act , named after the couple and passed in 1993 , has blocked an estimated two million prohibited gun purchases in the united states to potential buyers such as felons .
` together with her husband jim ' bear ` brady , sarah was the heart and soul of this organization and the successful movement it has become today , ' the group 's president said ."
98,CNNDM,PG,78.0,"manuel pellegrini accepted the blame on sunday night for the emphatic manchester derby defeat on sunday afternoon .
manchester united heaped more pressure on the beleaguered city boss with a 4-2 win at old trafford .
manuel pellegrini admitted that the spirit within his squad is a concern as he tries to arrest the slump ."
54,CNNDM,LEAD3,44.33333333333334,"do n't you wish your travel photos looked like this ?
young couple
jay alvarrez and alexis rene love nothing more than travelling the world ... and then snapping impossibly glamorous pictures at each location ."
18,CNNDM,BERT,100.0,"eloise parry , known as ella , ` burned up from the inside ' after swallowing dnp
she began feeling unwell at around lunchtime and drove herself to hospital
doctors carried out a toxicity test and discovered she was in grave danger
her mother has now issued a stark warning about buying diet pills online"
7,CNNDM,BERT,91.66666666666669,"the child suffered fatal injuries in the incident at grant elementary school in new jersey on march 6 and died later that day
the fifth-grader had been playing chess with another student during a morning recess period when he became upset that his opponent did n't say ` checkmate '
an aide overheard him saying to the other student : ` do you want me to do something drastic ? '"
70,CNNDM,BERT,100.0,"tegan peters , 22 , from auckland new zealand said she immediately wanted to warn her pakuranga community after finding a tennis ball deliberately covered in sharp pins
ms peters said she noticed the ball as she was driving past and decided to pull over , thinking it could be a good present for her one-year-old rottweiler-cross , odin
` i picked it up and saw all the needles sticking out and got a real shock , ' she said"
66,CNNDM,LEAD3,75.33333333333333,"celebrity chef matt kemp 's anger management issues cost him his first marriage and his business .
one of his most shameful moments was broadcast on national television when he labelled his pregnant wife a 'c
*"
123,CNNDM,PG,100.0,"former northern territory politician matthew gardiner has returned to australia .
he arrived at darwin airport early on sunday morning .
he left behind his wife andrea and three young sons , aged between three and 11 .
they reportedly had no idea of his decision to flee the country ."
3,CNNDM,BERT,38.333333333333336,"the men were taking part in a royal navy ice-hockey team tour of nova scotia
allegedly attacked a 21-year-old local woman at an alcohol-fuelled party
the assault was reported to police by the woman immediately afterwards
they were led into dartmouth provincial court on friday partially masking their faces"
57,CNNDM,PROPHETNET,53.33333333333334,"gang of four were seen trying to hack into an atm in kenilworth , warwickshire .
they spent around eight minutes trying to access the waitrose cashpoint .
gang members mark kirk , 34 , pedro taylor , 30 , and jason hadley , 27 , were then found hiding in a tamworth apartment and arrested .
a list of atms was found when they were arrested at a flat in tamworth ."
63,CNNDM,PROPHETNET,45.33333333333334,"pensioner was travelling in first class on board the boeing 777-300 jet .
plane was forced into an unscheduled landing at shannon airport in ireland .
on touching down at 8.15 pm local time , the elderly woman was met by gardai and taken into custody ."
55,CNNDM,PROPHETNET,28.33333333333333,"footballing legends ronaldo and zidane took part in the 12th annual match against poverty on monday night .
pierre-emerick aubameyang shone the brightest as he grabbed a hat-trick during his side 's 9-7 defeat .
ronaldo had been rumoured to come out of retirement with american side fort lauderdale in recent times ."
65,CNNDM,LEAD3,91.66666666666669,"a bmw driver with five children on board was today arrested after a talented student was knocked down and killed as she walked to to the library .
hina shamim , 21 , died close to the university of kingston in london last night , just weeks before her 22nd birthday .
friends today left flowers at the scene and said miss shamim , who had the nickname hyena and was originally from peterborough , was 'much-loved and the most charming lovely girl in the world ' ."
29,CNNDM,BERT,75.33333333333333,"a russian scientist says the distant ancestor of humans had tentacles
they lived more than 540 million years ago and used them for food
it 's likely they also had a complex nervous system like we do today
dr elena temereva says our ancestors had appendages - or tentacles - that were used for movement and food collection"
50,CNNDM,PROPHETNET,49.66666666666666,"lamb was adopted by restaurant owner sandy dee hall , 34 , and his girlfriend maxine cher , 24 , after he was abandoned by his mother .
smokey has been living with the couple in his lower east side apartment .
but city officials are now demanding that he is sent back to the farm .
` we ' re not allowed to keep a lamb in the city , ` maxine said ."
54,CNNDM,PG,91.33333333333331,"jay indulges and alexis rene share their amazing travel snaps on jay 's tumblr blog as well as on instagram , where jay has 735,000 followers and alexis an impressive 1.1million .
their travels take them across the globe , from their california base to hawaii and indonesia .
parachute jumps from helicopters and hot air balloons also make up the adventurers ' existence - all the while looking like calvin klein models ."
47,CNNDM,PROPHETNET,100.0,"shigella infections , otherwise known as ` delhi belly ' or ` montezuma 's revenge ' were traced to people who had recently traveled to the dominican republic , india or other countries .
the superbug sickened at least 243 people , in 32 states and puerto rico .
symptoms include diarrhea , stomach cramps and nausea ."
48,CNNDM,PROPHETNET,83.33333333333333,"general motors has unveiled the chevrolet-fnr car .
it has ` dragonfly ' swing doors that open upwards and ` crystal laser headlights '
the car is self-driving , electric , and the front chairs can swivel round .
and using iris recognition software you can start it using only your eyes .
there is no release date or planned production date yet ."
61,CNNDM,PROPHETNET,62.33333333333334,"phil taylor squandered a 4-2 lead to lose 7-4 against dave chisnall .
the defeat sees taylor finish the opening set of round robin fixtures in fifth .
chi 's victory moved him up to second in the table after gary anderson drew with raymond van barneveld .
belgian kim huybrechts also suffered premier league elimination after a 6-6 draw vs stephen bunting ."
18,CNNDM,PG,66.66666666666667,"eloise parry , known as ella , ' burned up from the inside ' after swallowing the highly-toxic substance known as dinitrophenol , or dnp .
after accidentally taking the lethal dose on april 12 , she began feeling unwell at around lunchtime - and drove herself to the royal shrewsbury hospital .
despite doctors desperately trying to stabilise her , she died just three hours later ."
57,CNNDM,BERT,100.0,"the gang of four were seen trying to hack into an atm outside a waitrose supermarket in kenilworth , warwickshire
they fled police in the stolen car after nearby residents reported seeing sparks flying from the cash machine
when they were arrested at a flat in tamworth a list of atms was found
they were tracked to a block of flats in tamworth in staffordshire
the gang all admitted conspiracy to steal and aggravated vehicle taking , and have been jailed"
63,CNNDM,LEAD3,100.0,"an air canada flight from germany to toronto was forced to divert to shannon airport in ireland last night after an 87-year-old woman caused a disturbance on board .
the pensioner , who was travelling in first class on board the boeing 777-300 jet , was allegedly restrained by cabin crew until the plane was forced into the unplanned landing .
the flight crew alerted the pilot , who put a call in to the irish aviation authority’s ( iaa ) north atlantic communications service centre at ballygirreen in co clare , who advised to land at shannon ."
124,CNNDM,BERT,95.66666666666669,"mount everest suffered its deadliest ever day on saturday when the avalanche struck
survivors described seeing tents with climbers still inside picked up and tossed across the camp before crashing down into rocks and ice
aftershocks set off a series of further avalanches , prompting fears for the britons among the hundreds of climbers left stranded by the tonnes of debris and ice blocking their routes
google executive daniel fredinburg , 33 , medic marisa eve girawong , 28 , and documentary-maker tom taplin , 61 , were among the dead"
66,CNNDM,PROPHETNET,100.0,"celebrity chef matt kemp 's anger management issues cost him his first marriage and his business .
he unleashed an expletive-ridden tirade on his then-wife lela radojkovic during an episode of sbs 's heat in the kitchen in 2004 .
the chef said he would work himself into a ` frenzy ' because of his uncontrollable rage .
one of his biggest regrets before he ` grew up ' and became less ` hot headed ' was not being there for the births of his children ."
55,CNNDM,LEAD3,33.333333333333336,"lucky fans in the french city of saint-etienne were given a treat on monday night as brazilian ronaldo and zinedine zidane took part in the 12th annual match against poverty .
footballing legends ronaldo and zidane were joined by a host of former greats including clarence seedorf , fabian barthez , jay-jay okocha and gianluca zambrotta to name a few .
brazilian ace ronaldo had been rumoured to come out of retirement with american side fort lauderdale in recent times and the 38-year-old showed he still has what it takes with a hat trick ."
51,CNNDM,PROPHETNET,100.0,"porsche have put their 918 spyder to the test in the australia outback .
the video depicts the car clocking 350km / h as it rockets down a dead-straight stretch of road with no speed limit .
it is part of a promotional tour from porsche to promote their $ 900,000 supercar .
in ` race hybrid ' mode the motors work in unison with the 4.6-litre v8 petrol to deliver 8,500 rpm of power ."
68,CNNDM,PROPHETNET,73.33333333333333,"five terrorist attacks have been foiled in france since charlie hebdo .
prime minister manuel valls made chilling comments about sid ahmed ghlam .
24-year-old student was allegedly preparing to storm churches with weapons .
he was caught on sunday after ` shooting himself in the leg in paris '
his profile was similar to three parisians who killed 17 in january .
they murdered cartoonists from the anti-muslim satirical magazine .
also killed police officers and four jews , before being killed themselves ."
67,CNNDM,LEAD3,49.66666666666666,"the world 's biggest bunny is preparing to see his heavyweight title challenged - by his giant son .
darius , who measures over four feet long and weighs in at a whopping three and a half stone , is officially the world 's biggest rabbit .
but his title is now being contended by his son jeff , who already measures 3"
64,CNNDM,PROPHETNET,100.0,"scientists at the university of bristol quizzed 40 men and women .
asked them to rate attractiveness of sober , tipsy and drunk people .
tipsy people who had downed one large 250ml glass of 14 per cent wine were consistently voted as the ` most attractive '
sober subjects and those who had ` had a few too many ' were rated as far less attractive than a ` tipsy ' subject ."
